WordId,TestId,PartOfSpeech,Description,Example,Source
912,0,noun,a socially awkward or tactless act.,Mother Anna was always on guard against any solecism from her children and scolded them immediately if any of them talked out of place in public. This word has other definitions but this is the most important one for the GRE.,Magoosh
913,0,adjective,showing hovering attentiveness.,"Our neighbors are constantly knocking on our door to make sure we are ok, and I don't know how to ask them to stop being so solicitous about our health. This word has other definitions but this is the most important one for the GRE.",Magoosh
914,0,noun,a feeling of excessive concern.,"I walked to his house in the rain to make sure he had enough to eat while he was sick, but he seemed not to appreciate my solicitude.",Magoosh
915,0,adjective,unsparing and uncompromising in discipline or judgment; practicing great self- denial.,"After losing everything in a fire, Tim decided to live in spartan conditions, sleeping on the floor and owning as little furniture as a possible.",Magoosh
916,0,adjective,very irritable.,"Ever since the car accident, Frank has been unable to walk without a cane, and so he has become splenetic and unpleasant to be around.",Magoosh
917,0,verb,suppress or crush completely.,"After the dictator consolidated his power, he took steps to squelch all criticism, often arresting any journalist who said anything that could be interpreted as negative about his regime.",Magoosh
918,0,adjective,dependable; inured to fatigue or hardships.,"Despite all the criticism directed at the President during this scandal, Lisa has remained his stalwart supporter.",Magoosh
919,0,verb,"cause one, through routine, to lose energy and enthusiasm.","As an undergraduate Mark felt stultified by classes outside his area of study; only in grad school, in which he could focus solely on literary analysis, did he regain his scholarly edge.",Magoosh
920,0,noun,something intended to misrepresent the true nature of an activity.,"Finally deciding to abandon all subterfuge, Arthur revealed to Cindy everything about his secret affair over the past two years.",Magoosh
921,0,adjective,haughty and disdainful; looking down on others.,"Nelly felt the Quiz Bowl director acted superciliously towards the underclassmen; really, she fumed, must he act so preternaturally omniscient each time he intones some obscure fact--as though everybody knows that Mt. Aconcagua is the highest peak in Sout.",Magoosh
922,0,noun,an excessive amount of something.,There was no such thing as a surfeit of shopping for Nancy--she could stay at the outlet stores from opening to closing time.,Magoosh
923,0,adjective,"stealty, taking pains not to be caught or detected.","Since his mom was a light sleeper, Timmy had to tiptoe surreptitiously through the entire house, careful to not make the floors creak, until he at last was able to enjoy his plunder: a box of chocolate chip cookies.",Magoosh
924,0,noun,a person who indulges in luxury.,"Despite the fact that he'd maxed out fifteen credit cards, Max was still a sybarite at heart: when the police found him, he was at a $1,000 an hour spa in Manhattan, getting a facial treatment.",Magoosh
925,0,noun,fearless daring.,No child has the temerity to go in the rundown house at the end of the street and see if it is haunted.,Magoosh
926,0,adjective,as if driven by turbulent or conflicting emotions; highly energetic and wildly changing or fluctuating.,"Chuck and Kathy had always been stable and agreeable people on their own, but when they got involved, it was a tempestuous relationship.",Magoosh
927,0,adjective,likely to lean towards a controversial view.,"Because political mudslinging has become a staple of the 24-hour media cycle, most of us, despite protestations to the contrary, are tendentious on many of today's pressing issues.",Magoosh
928,0,verb,"change or alter in form, appearance, or nature.",One of the goals of alchemy was to find the substance or process that would transmute lead into gold.,Magoosh
929,0,adjective,"characterized by or full of force and vigor; having keenness and forcefulness and penetration in thought, expression, or intellect.","Jill presented a rather superficial treatment of sales in Asia, but her trenchant analysis of sales in Europe inspired a number of insights into how to proceed in that market.",Magoosh
930,0,noun,defiant aggressiveness.,"When the boss confronted Aaron about his earlier remarks, Aaron responded with utter truculence, simply throwing a glass of water in the boss' face and walking away.",Magoosh
931,0,adjective,"having a fierce, savage nature.","Standing in line for six hours, she became progressively truculent, yelling at DMV employees and elbowing other people waiting in line.",Magoosh
932,0,adjective,(of language) pompous and tedious.,"The amount of GRE vocabulary he used increased with his years--by the time he was 60, his novels were so turgid that even his diehard fans refused to read them.",Magoosh
933,0,noun,depravity; a depraved act.,"During his reign, Caligula indulged in unspeakable sexual practices, so it not surprising that he will forever be remembered for his turpitude.",Magoosh
934,0,noun,someone new to a field or activity.,"All great writers, athletes, and artists were tyros at one time--unknown, clumsy, and unskilled with much to learn.",Magoosh
935,0,noun,a feeling of anger caused by being offended.,"Since he was so in love with her, he took umbrage at her comments, even though she had only meant to gently tease him.",Magoosh
936,0,adjective,immune to attack; without flaws.,"Professor Williams is so self-assured as to seem arrogant, presenting each and every opinion as an unassailable fact.",Magoosh
937,0,adjective,not easily perturbed or excited or upset; marked by extreme calm and composure.,"The house shook and the ground quaked, but my dad was unflappable and comforted the family.",Magoosh
938,0,adjective,"uncooperative, not willing to give up information.","The teacher demanded to know who broke the window while he was out of the room, but the students understandably were unforthcoming.",Magoosh
